TransDate,TransactionDescription,Amount,Balance,Category
3-May,Withdrawal Home Banking Transfer To Share 00....................  REF# 59297865,-75,426.64,TRANSFERS
3-May,"Withdrawal Home Banking Transfer REF# 59297881..............  To HODGES,JUSTINE B 532694 Share 10",-70,356.64,TRANSFERS
3-May,Withdrawal Debit Card Visa Check...........................................  AMZN Mktp US*F71DH8I53 Amzn.com/bill WA 5942,-9.45,347.19,SHOPPING
3-May,Withdrawal POS #312314555822...........................................  KUM&GO 0667R CO SPRIN CO SPRINGS CO 5541,-5.9,341.29,Others
3-May,Withdrawal Debit Card Visa Check...........................................  AMZN Mktp US*FE0L61B93 Amzn.com/bill WA 5942,-18.65,322.64,SHOPPING
3-May,Withdrawal Debit Card Visa Check...........................................  WALMART.COM 800-966-6546 AR 5310,-43.27,279.37,Others
4-May,Withdrawal Debit Card Visa Check...........................................  TARGET 00022210 COLORADO SPRI CO 5411,-22.76,256.61,SHOPPING
4-May,Withdrawal Debit Card Visa Check...........................................  2574PEPSIVEN9147678600 COLORADO SPRI CO 5814,-2.25,254.36,Others
5-May,Withdrawal POS #312511862912...........................................  KUM&GO 0667R CO SPRIN CO SPRINGS CO 5541,-15.52,238.84,Others
5-May,Withdrawal at ATM #000000002119.......................................  ENT CREDIT UNION 7339 DURYEA DRIVE Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 390530-1.58-78984N11.no8 027480567 2-7 AccountNumber 1159412 StatementPeriod05/01/23thru05/31/23 Page 4 of 13 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance COLORADO SPRI CO,-150,88.84,Others
5-May,Withdrawal POS #312516310431...........................................  AUTOZONE 4059 11735 ME PEYTON CO 5533,-58.32,30.52,SHOPPING
5-May,Deposit Home Banking Transfer From Share 13......................  REF# 59379419,200,230.52,TRANSFERS
5-May,Withdrawal Debit Card Visa Check...........................................  094 TORCHYS COLORADO SP COLORADO SPRI CO 5812,-11.23,219.29,DINING
5-May,Withdrawal Debit Card Visa Check...........................................  AUTOZONE 4059 719-494-1877 CO 5533,-36.76,182.53,SHOPPING
6-May,Withdrawal Debit Card Visa Check...........................................  SONIC DRIVE IN #5256 COLORADO SPRI CO 5814,-6.59,175.94,SHOPPING
6-May,Withdrawal Debit Card Visa Check...........................................  2574PEPSIVEN9147678600 COLORADO SPRI CO 5814,-2.25,173.69,Others
6-May,Withdrawal POS #312611677104...........................................  KUM&GO 0667R CO SPRIN CO SPRINGS CO 5541,-11.8,161.89,Others
6-May,Withdrawal POS #312600511771...........................................  KING SOOPERS #0119 9225 N. UNION COLORADO SPRI CO 5411,-28.6,133.29,GROCERIES
6-May,Withdrawal POS #312613838091...........................................  MAVERIK #608 COLORADO SPRI CO 5542,-57.6,75.69,Others
6-May,Deposit Home Banking Transfer From Share 12......................  REF# 59415243,30,105.69,TRANSFERS
7-May,Withdrawal Debit Card Visa Check...........................................  MAVERIK #608 COLORADO SPRI CO 5541,-6.05,99.64,Others
7-May,Recurring Withdrawal Debit Card Visa Check..........................  COOKBOOK MOUNT COOLUM AU 5734,-1.49,98.15,Others
7-May,Recurring Withdrawal Card Fee...............................................  VISA INTERNATIONAL SERVICE ASSESSMENT Date 05/07/23,-0.01,98.14,Others
7-May,Withdrawal POS #312713895803...........................................  KUM&GO 0667R CO SPRIN CO SPRINGS CO 5541,-5.18,92.96,Others
7-May,Deposit Home Banking Transfer From Share 12......................  REF# 59427649,120,212.96,TRANSFERS
7-May,Withdrawal Debit Card Visa Check...........................................  094 TORCHYS COLORADO SP COLORADO SPRI CO 5812,-6.42,206.54,DINING
7-May,Withdrawal POS #312720042817...........................................  LOWE’S #2578 COLORADO SPGS CO 5200,-28.11,178.43,Others
8-May,Withdrawal Debit Card Visa Check...........................................  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod05/01/23thru05/31/23 Page 5 of 13 1111111111111111111111010011001100110001001110011000100010000001110000000101100011000001101011000110000001101100001110010011000000111000101010000000001101000101110010100111010111001010000100001111010101010011111011010111111111000111010111001100010001011001000010111010100011000011001011000010110010100001010111001000111011010001010001001111111011101111111010000011000000001100011100011100000011111011000111110101000011000111010010111100000111000010001000001011010101010101010101010101 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance PANDA EXPRESS #3387 COLORADO SPRI CO 5814,-12.13,166.3,DINING
8-May,Withdrawal Debit Card Visa Check...........................................  094 TORCHYS COLORADO SP COLORADO SPRI CO 5812,-5.94,160.36,DINING
8-May,Deposit Home Banking Transfer From Share 00......................  REF# 59465851,60,220.36,TRANSFERS
8-May,Deposit Transfer From Share 00.............................................. ,19.33,239.69,TRANSFERS
8-May,Withdrawal POS #312820836490...........................................  COSTCO WHSE #1014 COLORADO SPRI CO 5300,-239.69,0,GROCERIES
8-May,Deposit Home Banking Transfer From Share 00......................  REF# 59465949,50,50,TRANSFERS
8-May,Withdrawal POS #312901626718...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO 5411,-49.98,0.02,GROCERIES
9-May,Deposit Home Banking Transfer From Share 00......................  REF# 59479951,150,150.02,TRANSFERS
9-May,Withdrawal POS #312900123838...........................................  KING SOOPERS #719 FUEL 9255 N UNION BL COLORADO SPRI CO 5542,-60.38,89.64,GROCERIES
9-May,Withdrawal Debit Card Visa Check...........................................  Amazon.com*5Y7ZQ3HP3 Amzn.com/bill WA 5942,-64.09,25.55,Others
10-May,Recurring Withdrawal #313021717980...................................  ADOBE *CREATIVE CLOUD 408-536-6000 CA,-20.6,4.95,Others
11-May,"Deposit Home Banking Transfer REF# 59532771....................  From HODGES,JUSTINE B 532694 Share 10",100,104.95,TRANSFERS
11-May,Withdrawal Debit Card Visa Check...........................................  6005 CRUNCH N CO SPRING COLORADO SPRI CO 7997,-3.88,101.07,SHOPPING
11-May,Withdrawal Debit Card Visa Check...........................................  IBI*FABLETICS.COM 855-2023570 CA 5968,-59.95,41.12,Others
12-May,Deposit ACH UNIVERSITY OF CO............................................  TYPE: DIR DEP CO: UNIVERSITY OF CO,627.55,668.67,INCOME/SALARY
12-May,Withdrawal Debit Card Visa Check...........................................  Amazon.com*UK2731883 Amzn.com/bill WA 5942,-39.18,629.49,Others
12-May,Withdrawal POS #313214755150...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5541 Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 390530-1.58-78984N11.no8 027480567 3-7 AccountNumber 1159412 StatementPeriod05/01/23thru05/31/23 Page 6 of 13 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance,-13.09,616.4,Others
12-May,Withdrawal Home Banking Transfer To Share 11....................  REF# 59582555,-300,316.4,TRANSFERS
12-May,Withdrawal Home Banking Transfer To Share 12....................  REF# 59582568,-150,166.4,TRANSFERS
12-May,"Withdrawal Home Banking Transfer REF# 59582648..............  To HODGES,JUSTINE B 532694 Share 10",-35,131.4,TRANSFERS
12-May,Withdrawal Home Banking Transfer To Share 13....................  REF# 59582711,-56,75.4,TRANSFERS
13-May,Withdrawal POS #313300012501...........................................  KING SOOPERS #0119 9225 N. UNION COLORADO SPRI CO 5411,-13.26,62.14,GROCERIES
13-May,Deposit Home Banking Transfer From Share 12......................  REF# 59607238,62,124.14,TRANSFERS
14-May,Recurring Withdrawal #313403573000...................................  8667127753 APPLE COM BILL CUPERTINO CA,-0.99,123.15,Others
14-May,Deposit Transfer From Share 00.............................................. ,12.9,136.05,TRANSFERS
14-May,Recurring Withdrawal #313410578982...................................  8667127753 APPLE COM BILL CUPERTINO CA,-15.99,120.06,Others
14-May,Deposit Home Banking Transfer From Share 12......................  REF# 59614826,88.01,208.07,TRANSFERS
14-May,Deposit Home Banking Transfer From Share 00......................  REF# 59614833,60,268.07,TRANSFERS
14-May,Deposit Home Banking Transfer From Share 00......................  REF# 59616594,50,318.07,TRANSFERS
14-May,Withdrawal POS #313412473477...........................................  COSTCO WHSE #1014 COLORADO SPRI CO 5300,-168.91,149.16,GROCERIES
14-May,Withdrawal Debit Card Visa Check...........................................  CHICK-FIL-A #03985 COLORADO SPRI CO 5814,-28.19,120.97,DINING
14-May,Withdrawal Debit Card Visa Check...........................................  PURPLE TOAD SOCIAL TAP 719-2873495 CO 5812,-20,100.97,Others
15-May,Withdrawal Debit Card Visa Check...........................................  MADERAS GRILL & CANTINA PEYTON CO 5812,-29,71.97,Others
15-May,Recurring Withdrawal Debit Card Visa Check..........................  KING SOOPERS #5076 719-590-1099 CO 5411,-49.6,22.37,GROCERIES
15-May,Deposit Home Banking Transfer From Share 00......................  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod05/01/23thru05/31/23 Page 7 of 13 1111111111111111111111010011001100110011001110011000100010010001110000000101100011000001101011000110000001100100001110010011000010011000101010000000001101000101110010100101110111001010000100100001010101010011111001001011111111000111110100001100010001011011001010111010100011011111110101010010110001011101010111001000111110001001110000011100101010110111111111011001111011001101001101100001010010111111000100100101111011001011110001110100000111000110001001101011010101010101010101010101 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance REF# 59659522,200,222.37,TRANSFERS
15-May,Withdrawal POS #313521598565...........................................  WOODCRAFT 501 Colorado Spri CO 5999,-159.42,62.95,Others
16-May,Withdrawal POS #313615507897...........................................  KUM&GO 0657R CO SPRIN CO SPRINGS CO 5541,-5.58,57.37,Others
16-May,Deposit Home Banking Transfer From Share 00......................  REF# 59689300,450,507.37,TRANSFERS
16-May,Deposit Home Banking Transfer From Share 13......................  REF# 59694356,40,547.37,TRANSFERS
16-May,Withdrawal Debit Card Visa Check...........................................  WAGPET* MICROCHIP WWW.PETSTABLI NY 5995,-12.99,534.38,Others
17-May,Withdrawal Debit Card Visa Check...........................................  SONIC DRIVE IN #5256 COLORADO SPRI CO 5814,-6.59,527.79,SHOPPING
17-May,Deposit ACH SUCCESS FOODS MA.........................................  TYPE: PAYROLL CO: SUCCESS FOODS MA,735.49,"1,263.28",INCOME/SALARY
17-May,Withdrawal Home Banking Transfer To Share 11....................  REF# 59696953,-300,963.28,TRANSFERS
17-May,Withdrawal Home Banking Transfer To Share 12....................  REF# 59696955,-150,813.28,TRANSFERS
17-May,Withdrawal Home Banking Transfer To Share 13....................  REF# 59696958 DEP PRENOTIFICATION FROM Colorado Springs,-100,713.28,TRANSFERS
17-May,Withdrawal Debit Card Visa Check...........................................  AMZN Mktp US*1C34D5H43 Amzn.com/bill WA 5942,-56.52,656.76,SHOPPING
17-May,Withdrawal Debit Card Visa Check...........................................  IN *EL PASO COUNTY CANI 719-3589933 CO 7299,-463.5,193.26,Others
18-May,"Deposit Home Banking Transfer REF# 59744236....................  From HODGES,JUSTINE B 532694 Loan 01",100,293.26,TRANSFERS
18-May,"Withdrawal Home Banking Transfer REF# 59744305..............  To HODGES,JUSTINE B 532694 Share 10",-50,243.26,TRANSFERS
18-May,Withdrawal Debit Card Visa Check...........................................  PLAZA DELICATESSEN COLORADO SPRI CO 5814 Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 390530-1.58-78984N11.no8 027480567 4-7 AccountNumber 1159412 StatementPeriod05/01/23thru05/31/23 Page 8 of 13 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance,-10,233.26,Others
19-May,Withdrawal Debit Card Visa Check...........................................  TARGET 00022210 COLORADO SPRI CO 5411,-88.83,144.43,SHOPPING
19-May,Withdrawal Debit Card Visa Check...........................................  DOMINO’S 6246 COLORADO SPRI CO 5814,-29.18,115.25,DINING
19-May,Withdrawal Debit Card Visa Check...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5542,-56.19,59.06,Others
19-May,Deposit Transfer From Share 00.............................................. ,6.6,65.66,TRANSFERS
19-May,Withdrawal POS #313921811715...........................................  COSTCO WHSE #1014 COLORADO SPRI CO 5300,-65.66,0,GROCERIES
19-May,Deposit Home Banking Transfer From Share 13......................  REF# 59790134,60,60,TRANSFERS
21-May,Deposit Home Banking Transfer From Share 12......................  REF# 59820680,150,210,TRANSFERS
21-May,Withdrawal POS #314118550960...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO 5411,-94.86,115.14,GROCERIES
21-May,Withdrawal POS #314114869033...........................................  COSTCO WHSE #1014 COLORADO SPRI CO 5300,-15.88,99.26,GROCERIES
22-May,Withdrawal Debit Card Visa Check...........................................  AMZN Mktp US*YE3G365Z3 Amzn.com/bill WA 5942,-17.57,81.69,SHOPPING
22-May,Withdrawal POS #314208565940...........................................  KUM&GO 0667R CO SPRIN CO SPRINGS CO 5541,-6.23,75.46,Others
22-May,Withdrawal Debit Card Visa Check...........................................  Amazon.com*NW01W5VY3 Amzn.com/bill WA 5942,-19.44,56.02,Others
23-May,Deposit Home Banking Transfer From Share 13......................  REF# 59868244,50,106.02,TRANSFERS
23-May,Withdrawal POS #314300126987...........................................  KING SOOPERS #719 FUEL 9255 N UNION BL COLORADO SPRI CO 5542,-50.05,55.97,GROCERIES
25-May,Deposit at ATM #000000008094.............................................  ENT CREDIT UNION 7339 DURYEA DRIVE COLORADO SPRI CO,55,110.97,Others
26-May,Deposit ACH UNIVERSITY OF CO............................................  TYPE: DIR DEP CO: UNIVERSITY OF CO,627.55,738.52,INCOME/SALARY
26-May,Withdrawal Home Banking Transfer To Share 11....................  REF# 59946124,-300,438.52,TRANSFERS
26-May,Withdrawal Home Banking Transfer To Share 12....................  REF# 59946135 Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod05/01/23thru05/31/23 Page 9 of 13 1111111111111111111111010011001100110101001110011000100010000001110000000101100011000001101011000110000001000100001110010011000000111000101010000000100001000101110010100110110111001010000100110111010101010011111011101011111111000111101100001100010001011000001111111110100011111100001101000010110001111001111111001000001110000001110000101111011010111111111010011011010011101101101010100111001101111000001010000111100011000010010011100100100111000010001000001011110101010101010101010101 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance,-175,263.52,TRANSFERS
26-May,Withdrawal Home Banking Transfer To Share 13....................  REF# 59946155,-120,143.52,TRANSFERS
26-May,"Withdrawal Home Banking Transfer REF# 59946173..............  To HODGES,JUSTINE B 532694 Share 01",-25,118.52,TRANSFERS
26-May,Withdrawal POS #314619485119...........................................  PETCO 1472 COLORADO SPRI CO 5995,-26.49,92.03,SHOPPING
27-May,Withdrawal Debit Card Visa Check...........................................  POPEYES 5490 / 404 COLORADO SPGS CO 5814,-21.62,70.41,DINING
27-May,Deposit Home Banking Transfer From Share 00......................  REF# 59985523,80,150.41,TRANSFERS
27-May,Deposit Home Banking Transfer From Share 13......................  REF# 59986948,50,200.41,TRANSFERS
27-May,Withdrawal POS #314700118324...........................................  KING SOOPERS #719 FUEL 9255 N UNION BL COLORADO SPRI CO 5542,-54.04,146.37,GROCERIES
27-May,Withdrawal POS #314714964259...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO 5411,-63.55,82.82,GROCERIES
28-May,05/27 Withdrawal Debit Card Visa Check...........................................  AMZN Mktp US*KE5433BM3 Amzn.com/bill WA 5942,-28.39,54.43,SHOPPING
28-May,Deposit Transfer From Share 00.............................................. ,45.21,99.64,TRANSFERS
28-May,Withdrawal POS #314815030772...........................................  COSTCO WHSE #1014 COLORADO SPRI CO 5300,-99.64,0,GROCERIES
28-May,Deposit Transfer From Share 00.............................................. ,32.43,32.43,TRANSFERS
28-May,Withdrawal POS #314816919142...........................................  MOUNTAIN LIQUORS COLORADO SPRI CO 5921,-32.43,0,Others
28-May,Deposit Home Banking Transfer From Share 12......................  REF# 60013199,175,175,TRANSFERS
28-May,Withdrawal Home Banking Transfer To Share 00....................  REF# 60013228,-80,95,TRANSFERS
28-May,Withdrawal POS #314820311480...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO 5411,-44.43,50.57,GROCERIES
28-May,Withdrawal POS #314822824843...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO 5411,-27.65,22.92,GROCERIES
28-May,Deposit Home Banking Transfer From Share 13......................  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 390530-1.58-78984N11.no8 027480567 5-7 AccountNumber 1159412 StatementPeriod05/01/23thru05/31/23 Page 10 of 13 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance REF# 60017756,20,42.92,TRANSFERS
29-May,Withdrawal Debit Card Visa Check...........................................  STEAMGAMES.COM 42595229 425-8899642 WA 5816,-15.45,27.47,Others
30-May,Deposit Home Banking Transfer From Share 13......................  REF# 60062103,5,32.47,TRANSFERS
30-May,Withdrawal POS #315023748096...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO 5411,-10.98,21.49,GROCERIES
31-May,Withdrawal POS #315117948752...........................................  KUM&GO 0667R CO SPRIN CO SPRINGS CO 5541,-3.21,18.28,Others
31-May,"Withdrawal POS #315118883149...........................................  7-ELEVEN Colorado Spri CO 5541 Ending Balance............................................................................. 13.02 No Strings Checking - 11 NO STRINGS CHECKING Dividends Earned YTD: 0.08 JointOwner:TYMITCHELL Beginning Balance + Deposits & Other Credits (5) - Checks Cleared (0) - Withdrawals & Other Debits (2) = Ending Balance $1,200.05 $1,200.03 $0.00 $2,400.00 $0.08 TransDate EffDate TransactionDescription Amount Balance Beginning Balance......................................................................... 1,200.05",-5.26,13.02,Others
1-May,Withdrawal Home Banking......................................................  ACH WITHDRAWAL US BANK NA - JUSTINE HODGES,"-1,200.00",0.05,Others
3-May,Deposit Home Banking Transfer From Share 10......................  REF# 59297846,300,300.05,TRANSFERS
12-May,Deposit Home Banking Transfer From Share 10......................  REF# 59582555,300,600.05,TRANSFERS
17-May,Deposit Home Banking Transfer From Share 10......................  REF# 59696953,300,900.05,TRANSFERS
26-May,Deposit Home Banking Transfer From Share 10......................  REF# 59946124,300,"1,200.05",TRANSFERS
30-May,Withdrawal Home Banking......................................................  ACH WITHDRAWAL US BANK NA - JUSTINE HODGES,"-1,200.00",0.05,Others
31-May,Deposit Dividend Tiered Rate..................................................  Annual Percentage Yield Earned 0.060% for period: 05/01/23 to 05/31/23 Ending Balance............................................................................. 0.08 Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod05/01/23thru05/31/23 Page 11 of 13 1111111111111111111111010011001100110111001110011000100010010001110000000101100011000001101011000110000001001100001110010011000010011000101010000000100001000101110010100100010111001010000100011001010101010011111001110111111111000111001111001100010001011010000111111110100011100000110011010010110010000101111111001000001011011001010001111100001011100111111111000001101000101100111011011010011100111100001001010111011011001110110000101100100111000110001001101011110101010101010101010101 No Strings Checking - 12 NO STRINGS CHECKING Dividends Earned YTD: 0.01 JointOwner:TYMITCHELL Beginning Balance + Deposits & Other Credits (4) - Checks Cleared (0) - Withdrawals & Other Debits (6) = Ending Balance $0.01 $625.00 $0.00 $625.01 $0.00 TransDate EffDate TransactionDescription Amount Balance Beginning Balance......................................................................... 0.01,0.03,0.08,YIELD
3-May,"Deposit Home Banking Transfer REF# 59297925....................  From HODGES,JUSTINE B 532694 Share 11",150,150.01,TRANSFERS
6-May,Withdrawal Home Banking Transfer To Share 10....................  REF# 59415243,-30,120.01,TRANSFERS
7-May,Withdrawal Home Banking Transfer To Share 10....................  REF# 59427649,-120,0.01,TRANSFERS
12-May,Deposit Home Banking Transfer From Share 10......................  REF# 59582568,150,150.01,TRANSFERS
13-May,Withdrawal Home Banking Transfer To Share 10....................  REF# 59607238,-62,88.01,TRANSFERS
14-May,Withdrawal Home Banking Transfer To Share 10....................  REF# 59614826,-88.01,0,TRANSFERS
17-May,Deposit Home Banking Transfer From Share 10......................  REF# 59696955,150,150,TRANSFERS
21-May,Withdrawal Home Banking Transfer To Share 10....................  REF# 59820680,-150,0,TRANSFERS
26-May,Deposit Home Banking Transfer From Share 10......................  REF# 59946135,175,175,TRANSFERS
28-May,Withdrawal Home Banking Transfer To Share 10....................  REF# 60013199 Ending Balance............................................................................. 0.00 Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 390530-1.58-78984N11.no8 027480567 6-7 AccountNumber 1159412 StatementPeriod05/01/23thru05/31/23 Page 12 of 13 No Strings Checking - 13 NO STRINGS CHECKING Dividends Earned YTD: 0.01 JointOwner:TYMITCHELL Beginning Balance + Deposits & Other Credits (4) - Checks Cleared (0) - Withdrawals & Other Debits (7) = Ending Balance $94.01 $426.00 $0.00 $425.00 $95.01 TransDate EffDate TransactionDescription Amount Balance Beginning Balance......................................................................... 94.01,-175,0,TRANSFERS
3-May,Deposit Home Banking Transfer From Share 10......................  REF# 59297857,150,244.01,TRANSFERS
5-May,Withdrawal Home Banking Transfer To Share 10....................  REF# 59379419,-200,44.01,TRANSFERS
12-May,Deposit Home Banking Transfer From Share 10......................  REF# 59582711,56,100.01,TRANSFERS
16-May,Withdrawal Home Banking Transfer To Share 10....................  REF# 59694356,-40,60.01,TRANSFERS
17-May,Deposit Home Banking Transfer From Share 10......................  REF# 59696958,100,160.01,TRANSFERS
19-May,Withdrawal Home Banking Transfer To Share 10....................  REF# 59790134,-60,100.01,TRANSFERS
23-May,Withdrawal Home Banking Transfer To Share 10....................  REF# 59868244,-50,50.01,TRANSFERS
26-May,Deposit Home Banking Transfer From Share 10......................  REF# 59946155,120,170.01,TRANSFERS
27-May,Withdrawal Home Banking Transfer To Share 10....................  REF# 59986948,-50,120.01,TRANSFERS
28-May,Withdrawal Home Banking Transfer To Share 10....................  REF# 60017756,-20,100.01,TRANSFERS
30-May,"Withdrawal Home Banking Transfer To Share 10....................  REF# 60062103 Ending Balance............................................................................. 95.01 YEAR-TO-DATE DIVIDEND SUMMARY Reportable Dividends this Year:............................................................................. 0.26 Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod05/01/23thru05/31/23 Page 13 of 13 1111111111111111111111010001001100111001001110011000100010010001110000000101100011000001101011000110000001110100001110010011000000111000101010000000101101000101110010100111010111001010000100011101010101010011111011000011111111000111000100011101010001011000001000111010100011110011011111000010110011011100110111001000101011101110010001101110001011110111111101000110001110101100010101110101100001111011011001110111101111001101110011100100110111000100111000001010010101010101010101010101 YEAR-TO-DATE-DIVIDEND SUMMARY (continued) Reportable dividends of $10.00 or more are reported to the IRS as interest income for the year. ** The Visa Foreign Currency Transaction Fee will be assessed to purchases made outside of the United States as well as to online purchases made within the United States, but the merchant is located outside the United States. ** No-cost loan payment alternatives are available, please call 800-525-9623 for more information. Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 390530-1.58-78984N11.no8 027480567 7-7",-5,95.01,TRANSFERS
1-Sep,Deposit ACH UNIVERSITY OF CO............................................  TYPE: DIR DEP CO: UNIVERSITY OF CO,252.47,"1,289.21",INCOME/SALARY
6-Sep,Withdrawal Home Banking Transfer To Share 10....................  REF# 63056330,-50,"1,239.21",TRANSFERS
7-Sep,Withdrawal Transfer To Share 10............................................ ,-12.01,"1,227.20",TRANSFERS
7-Sep,Withdrawal Transfer To Share 10............................................ ,-94.08,"1,133.12",TRANSFERS
8-Sep,Deposit ACH Colorado Springs................................................  TYPE: PR PAYMENT CO: Colorado Springs,133.75,"1,266.87",INCOME/SALARY
10-Sep,Withdrawal Home Banking Transfer To Share 10....................  REF# 63172112,-235,"1,031.87",TRANSFERS
15-Sep,Deposit ACH UNIVERSITY OF CO............................................  TYPE: DIR DEP CO: UNIVERSITY OF CO,165.44,"1,197.31",INCOME/SALARY
17-Sep,Withdrawal Transfer To Share 10............................................ ,-48.34,"1,148.97",TRANSFERS
18-Sep,Withdrawal Transfer To Share 10............................................ ,-8.98,"1,139.99",TRANSFERS
18-Sep,Withdrawal Transfer To Share 10............................................ ,-7.98,"1,132.01",TRANSFERS
18-Sep,"Withdrawal Home Banking Transfer REF# 63402488..............  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod09/01/23thru09/30/23 Page 2 of 11 Primary Savings - 00 PRIMARY SAVINGS (continued) TransDate EffDate TransactionDescription Amount Balance To MITCHELL,JUSTINE 532694 Share 10",-175,957.01,TRANSFERS
18-Sep,Withdrawal Home Banking Transfer To Share 10....................  REF# 63402504,-175,782.01,TRANSFERS
22-Sep,Deposit ACH Colorado Springs................................................  TYPE: PR PAYMENT CO: Colorado Springs,131.94,913.95,INCOME/SALARY
22-Sep,Withdrawal Home Banking Transfer To Share 10....................  REF# 63528973,-92,821.95,TRANSFERS
28-Sep,Withdrawal Home Banking Transfer To Share 10....................  REF# 63683950,-300,521.95,TRANSFERS
28-Sep,"Withdrawal Home Banking Transfer REF# 63699907..............  To MITCHELL,JUSTINE 532694 Share 10",-100,421.95,TRANSFERS
29-Sep,Deposit ACH UNIVERSITY OF CO............................................  TYPE: DIR DEP CO: UNIVERSITY OF CO,165.44,587.39,INCOME/SALARY
30-Sep,"Deposit Dividend 0.050%........................................................  Annual Percentage Yield Earned 0.050% for period: 09/01/23 to 09/30/23 Ending Balance............................................................................. 587.43 No Strings Checking - 10 NO STRINGS CHECKING Dividends Earned YTD: 0.06 JointOwner:TYMITCHELL Beginning Balance + Deposits & Other Credits (22) - Checks Cleared (0) - Withdrawals & Other Debits (87) = Ending Balance $97.92 $5,206.01 $0.00 $4,688.41 $615.52 TransDate EffDate TransactionDescription Amount Balance Beginning Balance......................................................................... 97.92",0.04,587.43,YIELD
1-Sep,08/31 Withdrawal Debit Card Visa Check...........................................  SQ *PIKES PEAK LEMONADE Colorado Spri CO 5814,-7.33,90.59,Others
1-Sep,Deposit ACH UNIVERSITY OF CO............................................  TYPE: DIR DEP CO: UNIVERSITY OF CO,"1,009.87","1,100.46",INCOME/SALARY
1-Sep,Withdrawal Debit Card Visa Check...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5541,-12.45,"1,088.01",Others
1-Sep,Withdrawal Home Banking Transfer To Share 11....................  REF# 62924927,-300,788.01,TRANSFERS
1-Sep,Withdrawal Home Banking Transfer To Share 13....................  REF# 62924945 Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod09/01/23thru09/30/23 Page 3 of 11 1111111111111111111111010011001101110111001110011010100010000001010000000111010011000011101011000110000001010100001111100011000010011000100110000000110101000100100010100111110111001110000100010011010110010011111011010011101010100111110101011100101001011010011010111110111011011111011101011000110001110000001111010000011101001011010000111111111011111111111001100011001000110101011111110111001010011111100101000010110111010100010011100100110111110110001001101010110101010101010101010101 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance,-90,698.01,TRANSFERS
1-Sep,"Withdrawal Home Banking Transfer REF# 62924959..............  To HODGES,JUSTINE B 532694 Share 01",-150,548.01,TRANSFERS
1-Sep,"Withdrawal Home Banking Transfer REF# 62924979..............  To HODGES,JUSTINE B 532694 Share 11",-70,478.01,TRANSFERS
1-Sep,"Withdrawal Home Banking Transfer REF# 62924988..............  To HODGES,JUSTINE B 532694 Share 12",-100,378.01,TRANSFERS
2-Sep,Recurring Withdrawal #324525101173...................................  Audible*TL43S23Q0 Amzn.com/bill NJ,-16.18,361.83,Others
2-Sep,Withdrawal POS #324516440325...........................................  COSTCO WHSE #1014 COLORADO SPRI CO 5300,-130.12,231.71,GROCERIES
3-Sep,Recurring Withdrawal Debit Card Visa Check..........................  APPLE.COM/BILL 866-712-7753 CA 5818,-0.99,230.72,Others
